Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Total_Work_Experience,Years_At_Company,Years_In_Current_Role,Monthly_Salary,Salary_Hike_Percent,Job_Level,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Performance_Rating,Distance_From_Home,Promotion_Last_5_Years,Absenteeism_Rate,Company_Stock_Option,Attrition
E19715,38,Male,Human Resources,HR Manager,High School,Married,5.1,0.6,0.3,34582,9,Level 1,Yes,2,0.57,0.79,5,7,1,6,Yes,5.31,Yes,0
E19716,51,Female,Sales,Sales Representative,PhD,Married,15.4,8.4,5,112104,22,Level 5,Yes,2,0.98,0.78,4,20,4,11,Yes,6.59,Yes,0
E19717,57,Male,IT,DevOps Engineer,High School,Divorced,12.7,11,0.8,32552,6,Level 4,No,1,0.28,0.17,2,54,4,8,No,7.12,Yes,0
E19718,59,Male,Marketing,SEO Analyst,High School,Married,36.3,13.7,6.1,37146,10,Level 4,Yes,2,0.31,0.73,5,58,1,7,Yes,7.88,No,0
E19719,40,Female,Sales,Sales Executive,Bachelor,Married,5.1,2,0.4,25240,10,Level 2,No,2,0.33,0.11,2,57,1,15,No,0.77,Yes,1
E19720,41,Male,IT,Software Engineer,Bachelor,Divorced,17.2,10.1,4.6,53669,10,Level 3,No,1,0.67,0.46,1,15,1,22,Yes,7.92,Yes,0
E19721,25,Female,IT,DevOps Engineer,PhD,Married,2.7,0.8,0.4,109961,18,Level 5,Yes,1,0.11,0.58,3,18,2,19,Yes,8.56,Yes,1
E19722,56,Female,Sales,Sales Representative,Bachelor,Married,7.4,1.9,0.2,25692,17,Level 5,Yes,1,0.79,0.36,5,5,1,27,Yes,0.39,No,1
E19723,36,Male,Human Resources,HR Manager,PhD,Married,2.8,2.7,1.3,55875,16,Level 4,No,1,0.42,0.93,1,41,5,10,Yes,7.17,No,0
E19724,32,Male,Research,Research Analyst,High School,Single,5.8,1.5,0.7,30817,24,Level 2,Yes,2,0.37,0.44,5,44,5,14,No,8.29,Yes,1
E19725,55,Male,Human Resources,Recruiter,Bachelor,Divorced,18.5,11.3,9.1,36155,8,Level 2,No,4,0.79,0.3,1,16,4,33,No,4.49,No,0
E19726,57,Female,Finance,Accountant,Bachelor,Single,15.7,3.8,2.1,35689,8,Level 5,Yes,1,0.47,0.92,5,27,4,23,Yes,6.41,Yes,0
E19727,24,Female,IT,System Administrator,High School,Married,2.8,0.7,0.4,109788,9,Level 3,Yes,3,0.37,0.85,1,8,2,32,No,8.74,No,1
E19728,44,Female,Human Resources,Recruiter,Bachelor,Married,20.7,9.9,7.2,29098,10,Level 3,No,2,0.3,0.22,2,36,5,36,No,2.81,Yes,1
E19729,43,Female,Research,Data Scientist,PhD,Married,1.3,0.9,0.3,40236,23,Level 1,Yes,2,0.61,0.9,5,33,4,30,Yes,9.36,No,0
E19730,22,Female,Finance,Financial Analyst,Bachelor,Single,0.9,0.9,0.6,104301,5,Level 1,No,2,0.99,0.27,2,57,2,20,Yes,5.86,Yes,0
E19731,39,Male,Finance,Finance Manager,Bachelor,Married,5.3,1.4,1.2,69886,24,Level 3,Yes,3,0.75,0.82,3,15,4,21,No,3.81,Yes,0
E19732,32,Female,Finance,Finance Manager,PhD,Married,6.6,0.3,0.2,61019,23,Level 3,Yes,3,0.15,0.62,3,37,1,26,No,8.39,No,1
E19733,36,Female,Human Resources,Recruiter,Master,Married,11,3.9,3.9,54746,10,Level 2,No,4,0.29,0.97,2,45,4,27,No,9.82,No,0
E19734,25,Male,IT,System Administrator,Bachelor,Married,1.7,0.1,0.1,110451,15,Level 2,No,1,0.42,0.65,4,53,3,29,Yes,5.88,Yes,0
E19735,28,Female,Operations,Operations Manager,Bachelor,Single,5.3,0.3,0.2,114364,5,Level 2,Yes,2,0.21,0.21,4,29,3,9,No,1.56,Yes,1
E19736,48,Female,Research,Research Associate,PhD,Single,3.1,1.9,1.6,50415,18,Level 4,Yes,3,0.47,0.48,4,16,4,19,No,7.92,Yes,0
E19737,45,Female,Finance,Finance Manager,Master,Single,11.4,3.4,1.4,100317,17,Level 4,Yes,4,0.41,0.38,4,18,3,23,Yes,8.02,No,0
E19738,37,Male,Sales,Sales Representative,Bachelor,Divorced,6.4,3.2,1.1,108681,24,Level 5,No,1,0.76,0.65,1,54,2,17,Yes,9.25,No,0
E19739,48,Male,Research,Data Scientist,PhD,Single,1.9,1.6,1.4,45776,7,Level 5,Yes,2,0.98,0.91,1,38,3,37,No,9.35,Yes,0
E19740,40,Female,Sales,Sales Representative,Bachelor,Single,10.5,9.4,7.8,95285,23,Level 4,Yes,2,0.85,0.34,3,52,3,10,No,7.08,Yes,0
E19741,31,Female,Finance,Financial Analyst,Bachelor,Divorced,5.2,2.9,1.8,52967,11,Level 1,No,1,0.53,0.62,1,57,2,15,No,9.29,Yes,0
E19742,39,Female,Operations,Operations Executive,PhD,Married,2,1.9,0.8,71263,14,Level 1,No,3,0.96,0.92,1,53,2,38,Yes,1.61,Yes,0
E19743,45,Male,IT,Data Engineer,Diploma,Single,23.2,3.2,0.2,88362,21,Level 1,Yes,4,0.81,0.19,1,54,2,13,No,8.74,Yes,0
E19744,45,Female,Operations,Supply Chain Analyst,High School,Divorced,18.5,2.3,1.2,100629,24,Level 4,Yes,4,0.9,0.96,3,57,5,39,Yes,8.59,Yes,0
E19745,34,Female,Research,Data Scientist,Master,Divorced,2.4,1,0.6,47893,10,Level 3,No,2,0.42,0.31,1,48,2,27,No,1.43,Yes,0
E19746,49,Female,Sales,Account Manager,High School,Married,13.8,12.4,9.9,90411,14,Level 2,No,2,0.23,0.46,4,36,4,16,Yes,9.55,Yes,0
E19747,45,Male,IT,Data Engineer,PhD,Single,3.2,0.9,0.5,107597,6,Level 1,Yes,2,0.9,0.18,2,36,4,35,No,5.4,No,1
E19748,24,Female,Human Resources,HR Manager,Bachelor,Single,2.3,1.6,1.3,19787,9,Level 5,No,2,0.13,0.38,4,22,5,2,Yes,7.02,Yes,1
E19749,57,Female,Sales,Account Manager,Diploma,Single,2.6,2.3,1.9,33113,8,Level 1,No,1,0.49,0.89,1,19,5,9,Yes,8.99,No,0
E19750,32,Male,Marketing,Brand Manager,Bachelor,Single,3.1,0.6,0.2,20588,22,Level 5,No,3,0.89,0.77,4,7,2,9,No,4.06,No,0
E19751,45,Male,Finance,Accountant,PhD,Single,15.9,11.1,7.8,24938,10,Level 1,No,2,0.15,0.57,3,49,1,37,No,1.61,No,0
E19752,41,Female,Marketing,Marketing Specialist,High School,Divorced,3.8,3.3,0.2,110804,22,Level 3,Yes,1,0.23,0.12,1,22,1,22,Yes,9.51,Yes,1
E19753,52,Male,Human Resources,HR Manager,Diploma,Married,25.9,6.4,4.8,104615,5,Level 4,Yes,2,0.8,0.44,4,19,3,8,Yes,3.82,Yes,0
E19754,52,Male,Finance,Finance Manager,High School,Divorced,26,13.2,3.2,45252,13,Level 3,Yes,4,0.17,0.26,3,35,4,38,Yes,5.21,No,1
E19755,35,Male,Research,Research Analyst,Diploma,Divorced,11.6,7.4,0.3,117983,12,Level 3,No,2,0.92,0.35,4,51,5,33,Yes,8.14,No,0
E19756,35,Male,Finance,Financial Analyst,PhD,Married,3.6,3.2,1.5,89504,19,Level 5,Yes,3,0.36,0.11,5,39,5,9,No,0.55,No,1
E19757,36,Female,Human Resources,HR Executive,Bachelor,Single,3.8,0.7,0.6,63150,12,Level 5,Yes,4,0.84,0.53,2,47,4,18,No,9.9,No,0
E19758,56,Female,Research,Research Analyst,Diploma,Married,25.8,3,2.8,30581,11,Level 2,No,1,0.48,0.41,5,20,4,1,No,5.66,Yes,0
E19759,46,Female,Sales,Account Manager,High School,Divorced,8.5,2.7,1.2,80774,9,Level 4,Yes,3,0.13,0.85,3,52,4,5,Yes,3.81,Yes,0
E19760,40,Female,Human Resources,Recruiter,Master,Divorced,15.6,5.8,4.4,87446,22,Level 2,Yes,1,0.92,0.67,5,52,2,30,Yes,4.07,No,0
E19761,39,Male,Marketing,SEO Analyst,Diploma,Divorced,13,11.3,3.6,19494,24,Level 5,No,3,0.21,0.87,5,11,3,33,Yes,1.68,No,0
E19762,28,Female,IT,System Administrator,High School,Married,0.8,0.4,0.3,81465,5,Level 3,No,4,0.31,0.86,2,40,2,25,No,9,No,0
E19763,50,Female,IT,DevOps Engineer,High School,Married,7.3,4.4,2,45576,24,Level 2,No,3,0.42,0.31,1,7,2,5,Yes,7.04,Yes,0
E19764,26,Male,Marketing,Brand Manager,High School,Divorced,2,1.6,0.7,94033,16,Level 2,No,1,0.39,0.42,4,22,4,6,Yes,3.19,Yes,0
E19765,34,Male,Sales,Sales Representative,PhD,Divorced,6.5,2.3,1.8,32744,10,Level 1,Yes,4,0.13,0.54,4,40,5,24,Yes,7.82,Yes,0
E19766,24,Female,IT,Data Engineer,Master,Divorced,1.5,1.2,0.5,105733,6,Level 1,No,3,0.45,0.41,5,33,2,18,No,8.77,No,0
E19767,32,Female,Sales,Sales Representative,High School,Divorced,5.4,3.5,2.8,102067,18,Level 3,No,2,0.74,0.82,4,24,5,15,No,3.91,Yes,0
E19768,40,Female,Sales,Sales Executive,Master,Single,3.3,2.5,2.3,67203,10,Level 5,Yes,2,0.86,0.79,2,38,1,35,No,5.12,Yes,0
E19769,39,Female,IT,DevOps Engineer,Bachelor,Married,6.3,4.6,3.6,63198,13,Level 5,Yes,2,0.57,0.25,1,52,5,8,Yes,5.99,No,0
E19770,23,Male,Human Resources,Recruiter,PhD,Divorced,0.6,0.5,0.2,108136,21,Level 5,Yes,1,0.72,0.47,2,41,5,7,No,3.43,Yes,0
E19771,49,Female,Human Resources,Recruiter,Diploma,Married,1.6,0.2,0.1,34127,14,Level 4,No,1,0.98,0.39,4,12,1,24,No,9.27,Yes,0
E19772,42,Male,Marketing,Brand Manager,High School,Divorced,19.3,11,4.4,71895,13,Level 3,Yes,3,0.67,0.13,5,54,3,14,Yes,4.22,No,0
E19773,56,Male,Research,Research Associate,Master,Divorced,34.4,7.7,4.9,48115,22,Level 3,No,3,0.12,0.43,5,54,5,9,No,9.94,Yes,0
E19774,47,Male,Operations,Operations Executive,Bachelor,Married,6.9,5.4,2,92290,18,Level 2,Yes,3,0.47,0.59,3,24,4,9,No,3.74,Yes,0
E19775,49,Male,Human Resources,Recruiter,PhD,Divorced,11.4,2.9,0.6,96888,11,Level 4,No,3,0.43,0.55,1,11,3,38,Yes,6.7,Yes,0
E19776,56,Male,Human Resources,HR Manager,High School,Single,21.2,4.8,4.3,118954,24,Level 5,No,4,0.65,0.88,2,51,1,23,No,1.66,Yes,0
E19777,35,Female,IT,System Administrator,PhD,Divorced,7.4,0.6,0.4,70074,22,Level 3,Yes,2,0.72,0.85,3,14,1,26,Yes,9.75,No,0
E19778,38,Male,IT,Data Engineer,PhD,Married,9.4,3.3,0.3,53073,7,Level 1,Yes,4,0.13,0.72,2,22,2,37,No,8.76,No,0
E19779,47,Male,Sales,Sales Executive,PhD,Divorced,13.4,8.2,0.6,64619,11,Level 1,Yes,1,0.87,0.82,3,36,1,2,Yes,5.35,No,0
E19780,30,Female,Research,Research Analyst,Master,Divorced,0.6,0.6,0.3,87318,17,Level 1,Yes,2,0.47,0.5,3,48,3,25,No,8.61,No,0
E19781,24,Male,Sales,Sales Representative,Diploma,Divorced,1.1,0.5,0.3,36944,18,Level 4,Yes,4,0.76,0.79,3,30,5,11,Yes,5.28,Yes,0
E19782,42,Female,Sales,Sales Representative,Master,Married,14,11.9,9.7,90959,19,Level 3,Yes,3,0.51,0.65,1,32,2,22,Yes,6.54,No,0
E19783,43,Female,Research,Research Associate,High School,Married,6,5.2,0.7,88194,13,Level 2,No,2,0.88,0.73,1,50,3,1,No,4.65,No,0
E19784,59,Female,Sales,Account Manager,Master,Divorced,2.9,2,1.3,101767,23,Level 1,Yes,2,0.85,0.38,5,38,5,37,Yes,2.43,Yes,0
E19785,52,Male,Research,Research Associate,High School,Single,20.5,11,6,94130,16,Level 2,Yes,3,0.25,0.13,5,51,1,28,Yes,5.92,Yes,1
E19786,29,Female,IT,Data Engineer,Bachelor,Married,1.7,0.9,0.4,116960,21,Level 1,No,4,0.82,0.77,1,56,5,2,Yes,9.54,Yes,0
E19787,22,Male,Finance,Accountant,Master,Married,0.8,0.7,0.7,55905,19,Level 3,No,1,0.39,0.45,2,42,4,7,Yes,0.59,No,0
E19788,28,Female,IT,Data Engineer,Bachelor,Single,3,2.1,1.2,24303,7,Level 2,No,3,0.6,0.25,4,58,5,11,Yes,2.77,Yes,0
E19789,40,Female,Sales,Account Manager,High School,Married,12.3,9,5.3,90505,21,Level 4,Yes,3,0.3,0.47,2,55,5,10,Yes,1.67,No,0
E19790,42,Female,Human Resources,Recruiter,Master,Single,1.9,0.7,0.2,114450,22,Level 3,No,3,0.45,0.13,4,7,2,37,Yes,4.69,No,0
E19791,27,Male,Marketing,Brand Manager,High School,Divorced,5.5,1.9,1.2,98363,18,Level 5,No,1,0.25,0.39,5,15,5,17,No,4.99,Yes,1
E19792,33,Male,Finance,Financial Analyst,Diploma,Single,5.5,2.7,2.1,46441,7,Level 3,Yes,4,0.64,0.7,3,11,3,15,No,5.76,No,0
E19793,49,Female,Operations,Operations Manager,Diploma,Single,8.4,3.1,2.9,102952,7,Level 3,No,2,0.54,0.94,4,41,2,38,Yes,2.58,Yes,0
E19794,32,Female,IT,System Administrator,Bachelor,Divorced,4.9,1.9,0.1,40651,8,Level 1,No,1,0.58,0.61,4,48,2,37,No,4.41,No,0
E19795,37,Female,Marketing,Brand Manager,Diploma,Single,11.9,8.6,5.3,102466,14,Level 4,Yes,1,0.5,0.75,1,41,2,1,Yes,1.3,No,0
E19796,57,Female,Human Resources,HR Executive,Bachelor,Divorced,23.3,13.5,7.8,110842,7,Level 5,Yes,2,0.45,0.25,2,38,4,39,Yes,3.11,No,0
E19797,44,Male,Finance,Financial Analyst,High School,Single,18.7,10.4,2.7,102792,10,Level 5,No,2,0.42,0.98,4,56,5,4,Yes,3.08,No,0
E19798,28,Female,Finance,Accountant,PhD,Married,1.2,1.1,1.1,37504,21,Level 2,No,3,0.58,0.51,2,31,4,37,No,5.64,No,0
E19799,31,Female,Marketing,Marketing Specialist,Diploma,Divorced,8.4,6.6,5,55679,12,Level 4,Yes,4,0.25,0.54,4,19,3,19,Yes,8.73,Yes,0
E19800,28,Female,Finance,Finance Manager,High School,Divorced,3.7,2,1.1,32056,10,Level 4,Yes,1,0.78,0.73,3,40,1,21,Yes,0.94,Yes,0
E19801,23,Male,Marketing,Brand Manager,Diploma,Divorced,0.6,0.4,0.3,76342,9,Level 2,Yes,3,0.63,0.39,2,44,5,19,Yes,4.28,Yes,1
E19802,50,Male,Human Resources,Recruiter,Bachelor,Single,24.7,9.1,8.2,61113,18,Level 2,Yes,3,0.81,0.88,1,42,4,15,Yes,9.1,Yes,0
E19803,52,Female,Sales,Sales Representative,Diploma,Married,12.6,12.2,6.8,39111,19,Level 4,No,3,0.95,0.59,3,21,1,20,No,1.45,No,0
E19804,45,Female,Human Resources,HR Manager,Diploma,Single,3,2.8,1.4,51296,19,Level 5,Yes,2,0.32,0.66,2,33,1,13,No,3.74,No,0
E19805,45,Male,Research,Research Associate,Master,Divorced,9.8,5.9,5.9,95216,11,Level 2,No,4,0.91,0.32,3,43,5,39,No,1.41,No,0
E19806,25,Male,Finance,Finance Manager,Diploma,Single,2.8,2.4,0.2,86564,7,Level 3,Yes,3,0.23,0.66,2,25,5,21,Yes,1.31,No,0
E19807,48,Female,Sales,Sales Representative,Master,Married,16.7,3.7,1.2,72484,14,Level 3,No,2,0.53,0.83,4,26,1,4,Yes,8.6,No,0
E19808,27,Female,Human Resources,HR Executive,Master,Divorced,1.6,0.5,0.4,45943,12,Level 3,No,1,0.69,0.36,1,18,4,27,Yes,6.15,No,0
E19809,56,Male,Finance,Financial Analyst,Master,Single,14.7,9,2,26194,21,Level 1,Yes,4,0.89,0.2,4,41,2,26,No,9.53,Yes,1
E19810,38,Female,Operations,Operations Manager,Master,Divorced,13.3,11.2,6.4,26796,17,Level 4,Yes,1,0.16,0.65,5,44,1,21,Yes,4.44,No,1
E19811,57,Female,Sales,Sales Executive,High School,Single,11.9,0.3,0.1,98444,11,Level 5,Yes,4,0.69,0.74,2,53,5,33,No,1.91,No,0
E19812,54,Female,Operations,Operations Manager,Diploma,Divorced,27.1,4.2,2.4,93746,22,Level 1,No,4,0.72,0.54,4,29,5,10,No,3.04,Yes,0
E19813,56,Female,Operations,Operations Manager,Diploma,Divorced,21.8,3.8,0.5,84189,22,Level 1,No,2,0.42,0.66,5,29,5,31,No,7.05,Yes,0
E19814,43,Female,Human Resources,HR Executive,Master,Single,16.2,5.2,4,117368,22,Level 5,No,2,0.28,0.31,4,21,5,33,Yes,3.17,Yes,0
E19815,43,Female,Research,Data Scientist,Bachelor,Divorced,7.2,5.9,1.9,48644,21,Level 2,No,1,0.17,0.68,2,36,5,36,Yes,4.47,No,0
E19816,52,Male,Operations,Supply Chain Analyst,Master,Divorced,26.3,6.9,2.7,62303,13,Level 1,Yes,2,0.81,0.45,4,42,2,7,Yes,2.36,Yes,0
E19817,40,Female,Marketing,Marketing Specialist,High School,Divorced,7.4,5,0.2,87212,22,Level 5,Yes,1,0.39,0.54,2,34,2,8,Yes,4.4,Yes,0
E19818,34,Female,Marketing,Brand Manager,Bachelor,Divorced,3.9,2.8,2.7,19654,13,Level 2,Yes,3,0.13,0.94,2,6,3,27,No,4.81,Yes,1
E19819,49,Female,Operations,Operations Manager,Diploma,Divorced,16.8,6,0.4,40612,18,Level 3,Yes,2,0.43,0.94,2,41,2,3,Yes,7.14,Yes,0
E19820,33,Male,Marketing,SEO Analyst,PhD,Married,10.9,6.7,3.9,41565,10,Level 3,Yes,4,0.51,0.71,4,44,4,17,Yes,7.44,No,0
E19821,30,Female,Sales,Sales Executive,Master,Single,1.1,0.8,0.3,45503,18,Level 5,Yes,2,0.39,0.54,4,13,3,25,Yes,4.41,No,1
E19822,27,Female,IT,Data Engineer,Bachelor,Divorced,4.2,2.1,1.8,30486,18,Level 3,No,1,0.54,0.25,2,12,5,24,No,3.23,No,0
E19823,59,Female,Sales,Sales Representative,Bachelor,Divorced,29.7,7.3,1.5,98949,7,Level 3,No,4,0.15,0.13,3,18,5,39,No,9.07,Yes,0
E19824,26,Male,Research,Data Scientist,High School,Single,2.3,1,0.5,100687,21,Level 5,No,4,0.34,0.78,3,11,5,26,Yes,7.22,Yes,0
E19825,38,Male,IT,System Administrator,Diploma,Single,5.7,1.4,1,49092,10,Level 3,No,4,0.25,0.31,3,40,3,33,Yes,2.64,Yes,1
E19826,53,Female,Research,Research Associate,High School,Married,14.6,11.9,6.5,61928,12,Level 4,Yes,1,0.33,0.87,1,42,1,10,No,3,Yes,0
E19827,50,Male,Finance,Financial Analyst,Master,Divorced,12.4,4.4,0.1,103208,11,Level 4,Yes,2,0.53,0.71,4,58,3,36,Yes,9.96,No,0
E19828,23,Female,Operations,Operations Manager,PhD,Married,1.4,0.6,0.5,86043,12,Level 2,No,2,0.11,0.84,2,5,2,30,Yes,9.68,No,0
E19829,59,Female,Sales,Sales Executive,Bachelor,Single,15.3,2.2,1.4,83044,22,Level 1,No,4,0.88,0.75,3,53,4,12,No,5.51,Yes,0
E19830,58,Female,Human Resources,HR Manager,High School,Married,13.9,1.9,0.7,63575,20,Level 2,Yes,4,0.3,0.22,1,59,5,35,Yes,9.1,Yes,1
E19831,57,Female,Marketing,SEO Analyst,Diploma,Single,26.1,3.7,0.3,19918,14,Level 5,No,1,0.62,0.93,2,26,2,21,Yes,8.81,No,0
E19832,52,Male,Sales,Sales Representative,Bachelor,Married,21.3,4.8,3.8,34660,10,Level 4,No,2,0.49,0.33,2,29,3,22,No,4.08,No,0
E19833,22,Female,Sales,Sales Representative,PhD,Single,0.7,0.4,0.1,92521,5,Level 2,Yes,4,0.26,0.98,3,42,4,30,No,8.34,No,1
E19834,38,Male,IT,DevOps Engineer,PhD,Married,9.3,4.2,3.9,28715,10,Level 3,No,1,0.14,0.19,4,41,4,29,No,8.72,Yes,1
E19835,52,Female,IT,DevOps Engineer,Bachelor,Married,18,11.7,5.9,60881,11,Level 4,No,1,0.81,0.14,1,5,1,29,No,2.71,No,0
E19836,54,Male,IT,DevOps Engineer,Bachelor,Divorced,31.8,9.9,0.8,30192,5,Level 1,No,1,0.17,0.44,4,22,5,10,Yes,5.4,No,0
E19837,57,Male,IT,Data Engineer,Master,Single,34.3,6.2,4.9,76900,11,Level 5,Yes,2,0.2,0.4,3,38,2,35,Yes,1.9,No,0
E19838,43,Male,Human Resources,HR Manager,PhD,Married,9.7,6.8,4.7,98802,24,Level 3,No,4,0.23,0.11,5,52,4,25,Yes,8.29,Yes,0
E19839,24,Female,Sales,Sales Representative,High School,Divorced,0.5,0.4,0.3,78013,12,Level 5,Yes,1,0.72,0.85,5,33,4,38,Yes,8.79,No,0
E19840,27,Male,Research,Research Associate,High School,Married,3.4,0.5,0.4,64117,23,Level 2,No,1,0.84,0.77,1,51,5,4,No,9.02,No,0
E19841,30,Female,Finance,Finance Manager,PhD,Divorced,1,0.2,0.2,88307,8,Level 3,No,4,0.63,0.24,4,55,3,12,Yes,2.82,No,0
E19842,59,Male,IT,Data Engineer,Master,Divorced,17.9,10.3,6.9,70246,17,Level 1,No,2,0.76,0.22,2,35,4,38,No,8.43,Yes,0
E19843,56,Male,Operations,Operations Executive,Diploma,Single,29.3,9.3,4.8,62577,12,Level 1,Yes,1,0.36,0.71,3,13,3,29,Yes,2.2,No,0
E19844,44,Female,Human Resources,Recruiter,High School,Divorced,6.5,5.6,1.8,37962,14,Level 1,No,4,0.63,0.79,1,9,4,36,No,5.36,Yes,0
E19845,31,Female,Research,Research Associate,PhD,Divorced,5.6,3.8,2.3,110335,17,Level 2,No,3,0.11,1,5,57,4,10,No,4.66,No,0
E19846,42,Female,Finance,Financial Analyst,High School,Divorced,5.3,2.3,1,77113,9,Level 5,No,1,0.19,0.77,2,59,1,22,Yes,0.57,Yes,0
E19847,30,Female,Finance,Financial Analyst,High School,Married,3.6,0.4,0.3,94141,17,Level 3,No,4,0.46,0.36,1,7,1,17,No,8.27,Yes,0
E19848,39,Female,Marketing,SEO Analyst,Diploma,Married,9.7,2.2,0.2,109582,16,Level 2,No,1,0.35,0.4,1,56,4,25,Yes,7.73,Yes,0
E19849,32,Male,Marketing,SEO Analyst,High School,Single,10.1,7.2,6.8,66239,20,Level 1,Yes,4,0.75,0.87,4,13,1,8,No,0.4,No,0
E19850,41,Male,Human Resources,HR Manager,High School,Divorced,2.7,2.5,2,46733,17,Level 5,No,3,0.78,0.55,1,30,4,32,No,3.86,Yes,0
E19851,26,Male,Human Resources,HR Manager,Bachelor,Single,3.9,1.4,0.9,25070,20,Level 5,Yes,3,0.54,0.64,2,32,4,25,Yes,1.78,No,1
E19852,33,Male,Operations,Operations Executive,Bachelor,Single,3.9,1.7,1.5,22245,13,Level 1,Yes,1,0.76,0.97,2,46,3,11,No,8.67,No,1
E19853,42,Female,Human Resources,Recruiter,PhD,Single,10,4.2,3.6,33483,16,Level 2,Yes,1,0.71,0.23,3,6,1,33,Yes,5.93,No,0
E19854,39,Female,Operations,Operations Manager,Diploma,Divorced,3.2,0.6,0.6,60557,21,Level 5,Yes,1,0.51,0.44,5,12,1,6,No,2.78,No,0
E19855,38,Female,Marketing,Brand Manager,Diploma,Married,14.8,4.9,3.4,19395,23,Level 3,Yes,4,0.96,0.58,3,24,3,4,Yes,3.01,Yes,0
E19856,56,Female,Human Resources,HR Executive,PhD,Divorced,4,2,0.4,106689,20,Level 2,No,4,0.84,0.66,5,6,3,33,No,2.81,Yes,0
E19857,50,Female,Marketing,Brand Manager,Diploma,Divorced,25.9,1.3,0.2,65805,8,Level 3,Yes,4,0.4,0.16,4,31,4,13,Yes,5.67,Yes,1
E19858,50,Female,Marketing,Marketing Specialist,Master,Single,6.2,4.8,4.5,42089,11,Level 4,No,1,0.83,0.84,2,6,4,24,Yes,3,Yes,0
E19859,41,Male,Finance,Financial Analyst,PhD,Married,7.3,5.1,0.2,74209,18,Level 3,No,4,0.83,0.19,1,33,3,26,Yes,2.72,Yes,0
E19860,22,Male,Sales,Account Manager,PhD,Married,0.8,0.4,0.1,52301,22,Level 5,Yes,4,0.52,0.96,4,24,5,24,Yes,7.59,Yes,0
E19861,33,Male,Human Resources,HR Manager,Bachelor,Single,11.5,10.3,3.5,62187,14,Level 4,No,1,0.59,0.97,5,13,4,31,No,6.15,No,0
E19862,24,Male,IT,Software Engineer,High School,Married,1.2,1.1,0.5,104280,19,Level 5,No,3,0.12,0.58,1,16,4,37,Yes,3.48,Yes,0
E19863,24,Female,Research,Research Associate,Master,Single,2.9,2.3,0.9,24972,5,Level 3,No,3,0.62,0.92,4,19,3,23,Yes,2.94,No,0
E19864,34,Female,Sales,Account Manager,Diploma,Divorced,4.8,0.3,0.2,67549,19,Level 5,Yes,2,0.91,0.69,3,25,5,14,Yes,3.98,No,0
E19865,52,Female,Finance,Finance Manager,Master,Single,5,3.8,1,80460,6,Level 2,No,2,0.6,0.52,4,14,1,14,No,9.93,No,0
E19866,26,Male,Operations,Operations Manager,PhD,Divorced,4.3,0.2,0.2,55536,9,Level 4,No,2,0.2,0.85,3,28,1,27,Yes,9.97,No,0
E19867,50,Female,Sales,Sales Representative,High School,Single,17,13.9,0.6,94063,17,Level 5,Yes,3,0.23,0.59,1,27,5,10,No,6.35,Yes,0
E19868,56,Male,IT,DevOps Engineer,Diploma,Single,32.4,9.7,5.5,19462,16,Level 2,Yes,2,0.68,0.65,2,33,5,23,Yes,1.34,Yes,0
E19869,42,Female,Operations,Operations Manager,Diploma,Married,2,0.6,0.5,112034,15,Level 5,Yes,2,0.62,0.98,5,17,4,12,No,2.61,Yes,0
E19870,52,Male,Research,Research Analyst,Master,Divorced,8.8,5.5,0.5,28184,7,Level 2,No,4,0.24,0.39,1,37,2,29,Yes,5.57,Yes,1
E19871,26,Male,Finance,Accountant,Master,Single,1,1,0.9,70698,18,Level 1,No,3,0.23,0.67,4,50,4,25,Yes,7.43,Yes,0
E19872,41,Male,IT,Data Engineer,PhD,Married,2.7,1,0.9,34491,24,Level 1,No,3,0.59,0.53,1,55,4,6,Yes,0.82,No,0
E19873,26,Female,IT,System Administrator,Diploma,Married,0.9,0.6,0.3,66849,17,Level 1,No,2,0.47,0.9,1,47,2,19,Yes,7.42,No,0
E19874,41,Female,IT,DevOps Engineer,Master,Divorced,5.6,3.8,1.2,92990,8,Level 1,No,3,0.49,0.6,3,27,2,39,No,5.68,Yes,0
E19875,29,Female,Finance,Accountant,Bachelor,Married,6.1,2.8,0.6,95973,7,Level 1,Yes,2,0.88,0.18,1,59,3,26,No,8.97,No,0
E19876,40,Female,Operations,Operations Executive,PhD,Single,2.5,0.9,0.5,71003,5,Level 3,No,2,0.56,0.76,3,41,1,25,No,5.83,No,0
E19877,44,Male,Sales,Sales Executive,Diploma,Married,12.5,6.1,6,54346,20,Level 3,Yes,3,0.53,0.78,3,28,5,9,Yes,6.45,Yes,0
E19878,31,Female,Human Resources,Recruiter,High School,Married,6.5,2.9,1,90174,12,Level 3,Yes,4,0.67,0.52,4,19,1,32,No,5.89,No,0
E19879,32,Female,Human Resources,HR Executive,Bachelor,Married,9.6,3.4,2.8,116392,20,Level 5,Yes,2,0.96,0.34,3,47,2,27,No,4.38,No,0
E19880,58,Male,Research,Research Associate,Bachelor,Divorced,34.4,0.4,0.3,89188,8,Level 1,Yes,3,0.38,0.92,5,51,2,31,Yes,0.26,No,1
E19881,48,Male,Sales,Sales Representative,Master,Divorced,9.4,4,3,113777,18,Level 5,No,3,0.77,0.37,4,12,3,26,No,5.03,No,0
